phase,episode,reward,positions
training,48816,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,48910,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49519,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49550,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,49618,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49654,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,49858,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49889,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49890,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49896,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49902,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49916,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49925,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49936,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,49943,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50022,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50066,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50125,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50250,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -3, -1), (2, -3, -1), (2, -2, -1), (1, -2, -1)]"
training,50286,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50290,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50305,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50332,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -3, -1), (2, -3, -1), (2, -2, -1), (1, -2, -1)]"
training,50337,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50348,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50365,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50450,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,50469,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50480,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50632,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -3, -1), (2, -3, -1), (2, -2, -1), (1, -2, -1)]"
training,50706,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50750,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50818,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50863,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,50933,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, -1, -1), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51025,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51051,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51054,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51063,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51102,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51258,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51266,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51290,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51298,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -3, -1), (2, -3, -1), (2, -2, -1), (1, -2, -1)]"
training,51325,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51332,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51356,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51357,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51361,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51363,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51387,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51391,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51433,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51436,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51438,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51441,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51454,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,51466,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
